STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WINTER,graphdates
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130301,109,406,107,-39,-61,-61,2012-2013,2/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130302,28,432,53,-56,-94,-94,2012-2013,3/1/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130303,41,483,104,-72,-100,-100,2012-2013,3/2/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130304,30,559,170,-61,-128,-128,2012-2013,3/3/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130305,0,457,5,-39,-128,-72,2012-2013,3/4/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130306,218,711,282,67,-72,-56,2012-2013,3/5/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130307,28,737,79,-22,-56,-44,2012-2013,3/6/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130308,28,686,46,-17,-67,-67,2012-2013,3/7/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130309,0,635,0,-44,-106,-61,2012-2013,3/8/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130310,0,559,0,100,-61,44,2012-2013,3/9/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130311,0,406,0,156,44,106,2012-2013,3/10/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130312,53,305,0,106,6,6,2012-2013,3/11/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130313,20,305,23,6,-44,-44,2012-2013,3/12/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130314,71,406,147,-33,-106,-106,2012-2013,3/13/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130315,3,356,5,-28,-106,-61,2012-2013,3/14/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130316,23,279,0,56,-61,22,2012-2013,3/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130317,20,229,0,100,-6,-6,2012-2013,3/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130318,84,305,89,-6,-50,-50,2012-2013,3/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130319,89,305,5,50,-50,-6,2012-2013,3/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130320,0,229,0,39,-72,-72,2012-2013,3/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130321,41,356,119,11,-122,-122,2012-2013,3/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130322,10,356,25,-78,-133,-111,2012-2013,3/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130323,0,254,0,0,-111,-83,2012-2013,3/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130324,0,254,0,39,-89,-28,2012-2013,3/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130325,160,406,157,-6,-56,-44,2012-2013,3/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130326,91,483,122,-28,-56,-44,2012-2013,3/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130327,64,559,99,-6,-61,-56,2012-2013,3/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130328,51,610,94,-22,-56,-56,2012-2013,3/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130329,10,559,18,-22,-56,-33,2012-2013,3/28/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130330,0,457,0,44,-50,-50,2012-2013,3/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130331,0,381,0,78,-50,33,2012-2013,3/30/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130401,127,305,0,61,17,28,2012-2013,3/31/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130402,53,330,51,44,-78,-78,2012-2013,4/1/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130403,0,305,0,0,-83,-83,2012-2013,4/2/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130404,0,254,0,11,-106,-72,2012-2013,4/3/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130405,0,229,0,61,-72,0,2012-2013,4/4/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130406,0,178,0,94,-78,-67,2012-2013,4/5/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130407,0,152,0,128,-67,50,2012-2013,4/6/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130408,0,152,0,167,44,83,2012-2013,4/7/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130409,0,102,0,194,83,111,2012-2013,4/8/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130410,0,0,0,228,111,133,2012-2013,4/9/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130411,0,0,0,239,106,150,2012-2013,4/10/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130412,185,0,0,233,111,111,2012-2013,4/11/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130413,8,0,0,156,6,6,2012-2013,4/12/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130414,0,0,0,117,-11,-11,2012-2013,4/13/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130415,0,0,0,167,-11,72,2012-2013,4/14/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130416,5,0,0,128,67,94,2012-2013,4/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130417,91,0,0,222,94,117,2012-2013,4/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130418,0,0,0,211,117,133,2012-2013,4/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130419,0,0,0,211,133,144,2012-2013,4/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130420,246,0,0,189,-28,-28,2012-2013,4/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130421,0,0,0,67,-67,-50,2012-2013,4/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130422,0,0,0,83,-50,-17,2012-2013,4/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130423,0,0,0,111,-17,28,2012-2013,4/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130424,0,0,0,172,28,94,2012-2013,4/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130425,94,0,0,217,-28,-22,2012-2013,4/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130426,0,0,0,106,-22,-6,2012-2013,4/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130427,0,0,0,139,-11,22,2012-2013,4/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130428,0,0,0,178,22,83,2012-2013,4/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130429,84,0,0,89,67,72,2012-2013,4/28/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130430,89,0,0,139,72,78,2012-2013,4/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130501,0,0,0,156,78,78,2012-2013,4/30/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130502,0,0,0,178,44,50,2012-2013,5/1/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130503,0,0,0,189,39,67,2012-2013,5/2/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130504,0,0,0,167,11,17,2012-2013,5/3/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130505,0,0,0,161,17,33,2012-2013,5/4/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130506,0,0,0,161,33,44,2012-2013,5/5/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130507,165,0,0,94,44,94,2012-2013,5/6/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130508,414,0,0,111,67,67,2012-2013,5/7/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130509,25,0,0,144,56,89,2012-2013,5/8/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130510,5,0,0,178,89,122,2012-2013,5/9/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130511,180,0,0,222,117,117,2012-2013,5/10/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130512,79,0,0,144,17,17,2012-2013,5/11/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130513,0,0,0,67,-17,-11,2012-2013,5/12/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130514,0,0,0,56,-39,-6,2012-2013,5/13/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130515,5,0,0,133,-6,133,2012-2013,5/14/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130516,0,0,0,256,133,144,2012-2013,5/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130517,71,0,0,161,106,106,2012-2013,5/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130518,0,0,0,228,106,133,2012-2013,5/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130519,122,0,0,211,128,133,2012-2013,5/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130520,0,0,0,172,133,133,2012-2013,5/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130521,0,0,0,222,133,144,2012-2013,5/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130522,8,0,0,261,144,161,2012-2013,5/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130523,20,0,0,239,133,133,2012-2013,5/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130524,53,0,0,217,22,22,2012-2013,5/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130525,25,0,0,56,-28,-22,2012-2013,5/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130526,0,0,0,106,-22,11,2012-2013,5/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130527,0,0,0,144,11,56,2012-2013,5/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130528,10,0,0,150,56,150,2012-2013,5/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130529,3,0,0,228,150,172,2012-2013,5/28/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130530,0,0,0,250,139,156,2012-2013,5/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130531,3,0,0,256,139,144,2012-2013,5/30/2012
