STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WESD,WT01,WT06,WT05,WT04,WT03
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100201,0,254,0,-6.7,-18.9,-13.3,43.2,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100202,0,254,0,-1.7,-13.9,-2.8,40.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100203,12.7,356,157,1.7,-4.4,-4.4,53.3,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100204,0.5,330,10,-4.4,-8.9,-8.9,53.3,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100205,0,305,0,0.6,-10.6,-1.7,53.3,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100206,27.2,660,399,-1.7,-8.3,-8.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100207,5.6,686,114,-6.1,-16.7,-16.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100208,0.5,610,10,-7.2,-16.7,-15.6,83.8,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100209,0,610,0,-4.4,-15.6,-4.4,83.8,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100210,13.2,864,315,0,-16.1,-16.1,96.5,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100211,13,914,198,-10,-17.2,-10.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100212,8.1,864,140,-8.9,-12.2,-12.2,101.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100213,1.3,787,28,-7.2,-12.2,-11.1,101.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100214,9.1,889,239,-8.9,-11.7,-11.7,106.7,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100215,1,838,13,-7.8,-11.7,-7.8,177.8,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100216,7.6,965,201,-2.2,-12.8,-11.7,185.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100217,11.7,1143,315,-10,-11.7,-10,195.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100218,4.8,1143,117,-7.8,-10,-8.3,195.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100219,1.5,1016,10,-6.7,-8.3,-7.8,195.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100220,0,965,0,-5,-10,-10,195.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100221,0,889,0,-0.6,-10,-5.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100222,0,737,0,1.7,-5.6,1.1,185.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100223,6.9,711,5,3.3,-0.6,-0.6,190.5,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100224,0.8,711,0,-0.6,-6.1,-6.1,190.5,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100225,3.8,762,84,-4.4,-11.1,-8.9,193,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100226,11.2,965,328,-7.8,-12.2,-10,203.2,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100227,10.4,1016,180,-8.3,-10,-8.9,213.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100228,5.6,1041,99,-6.1,-8.9,-7.2,218.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100301,4.6,1041,48,-5,-7.2,-5.6,167.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100302,0.5,965,10,-3.3,-6.7,-6.7,167.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100303,2.8,965,36,-3.3,-6.7,-5.6,167.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100304,5.1,965,56,-4.4,-7.8,-7.8,165.1,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100305,0,940,0,-3.9,-12.2,-11.7,213.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100306,0,914,0,-1.7,-15,-14.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100307,0,889,0,1.1,-14.4,-6.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100308,0,864,0,6.7,-7.8,-4.4,246.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100309,0,813,0,6.1,-5.6,-5,246.4,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100310,0,762,0,12.8,-5,5,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100311,0,686,0,14.4,5,6.1,228.6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100312,4.8,559,0,13.3,3.9,6.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100313,19.8,432,0,6.1,1.1,1.7,210.8,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100314,11.9,381,0,6.1,0.6,0.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100315,2.5,381,0,1.1,0.6,1.1,165.1,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100316,7.6,381,10,1.1,-1.1,-0.6,165.1,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100317,0,381,0,6.7,-3.3,-2.8,149.9,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100318,0,356,0,12.2,-2.8,1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100319,0,305,0,11.7,1.1,2.2,142.2,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100320,0,254,0,12.8,1.1,1.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100321,0,203,0,16.1,1.7,5.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100322,4.8,152,0,16.1,5.6,6.7,104.1,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100323,5.8,102,0,15.6,-1.7,-1.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100324,5.1,102,10,1.7,-1.7,1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100325,0,76,0,10.6,1.1,7.8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100326,15.7,76,0,14.4,2.2,2.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100327,1.3,0,0,2.8,-6.1,-5.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100328,0,0,0,8.3,-5.6,1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100329,10.2,0,0,6.7,1.1,3.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100330,1.5,0,0,8.9,-1.1,-1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100331,0,0,0,7.2,-2.2,-1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100401,0,0,0,14.4,-1.7,4.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100402,0,0,0,25,4.4,11.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100403,0,0,0,27.2,11.1,11.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100404,0,0,0,25.6,2.8,3.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100405,0,0,0,17.8,3.9,13.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100406,0.5,0,0,21.1,12.8,15,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100407,0,0,0,26.1,15,17.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100408,0,0,0,26.1,13.3,13.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100409,9.9,0,0,21.7,-1.1,-1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100410,0,0,0,1.1,-2.8,-2.8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100411,0,0,0,12.8,-2.8,6.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100412,0,0,0,18.3,3.9,5.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100413,0,0,0,17.2,5,6.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100414,0.5,0,0,8.3,-0.6,-0.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100415,0,0,0,13.9,-0.6,4.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100416,0,0,0,21.1,4.4,12.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100417,22.1,0,0,18.3,1.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100418,0,0,0,7.2,-3.3,-3.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100419,0,0,0,3.3,-3.3,-2.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100420,0,0,0,11.1,-2.2,2.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100421,0,0,0,15,2.2,6.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100422,0,0,0,14.4,2.2,3.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100423,0.5,0,0,15,2.8,6.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100424,6.1,0,0,17.2,5.6,7.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100425,7.1,0,0,15.6,6.7,11.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100426,8.4,0,0,21.7,8.3,8.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100427,11.2,0,0,9.4,2.2,2.8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100428,0,0,0,7.2,-3.9,-3.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100429,0,0,0,6.7,-3.9,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100430,0,0,0,15,0,13.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100501,0,0,0,25,12.2,18.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100502,7.6,0,0,27.2,15.6,17.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100503,21.6,0,0,23.3,15.6,15.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100504,0,0,0,20.6,9.4,9.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100505,0,0,0,18.9,9.4,10.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100506,0,0,0,22.8,10.6,13.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100507,0,0,0,18.3,7.2,9.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100508,7.9,0,0,26.1,7.2,7.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100509,0.5,0,0,10,-1.1,-1.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100510,0,0,0,7.8,-2.2,-2.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100511,0,0,0,11.7,-2.2,4.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100512,19.8,0,0,13.9,3.3,13.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100513,7.1,0,0,16.7,10,11.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100514,0,0,0,22.2,11.7,17.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100515,2.3,0,0,24.4,8.3,8.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100516,0,0,0,19.4,8.9,10.6,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100517,9.7,0,0,18.3,8.9,8.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100518,11.9,0,0,8.9,6.1,6.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100519,11.4,0,0,14.4,6.1,8.9,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100520,1,0,0,13.3,7.2,7.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100521,0,0,0,21.7,7.2,15,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100522,0,0,0,22.2,13.3,14.4,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100523,8.4,0,0,17.2,11.7,13.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100524,1.8,0,0,19.4,12.8,12.8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100525,0.5,0,0,21.1,10.6,12.2,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100526,0,0,0,22.8,11.7,11.7,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100527,0,0,0,23.9,11.7,16.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100528,0,0,0,26.1,12.2,13.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100529,13,0,0,25,11.7,13.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100530,0,0,0,24.4,11.7,13.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100531,0,0,0,25.6,13.3,18.3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100601,12.4,0,0,25.6,16.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100602,0.5,0,0,22.2,15,15,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100603,0,0,0,25,13.9,15,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.09833,-79.43194,20100604,3.8,0,0,22.8,15,15.6,-9999,-9999,-9999,-9999,-9999,-9999
